Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,4,57.0,0.0,0.025,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False
8,183.08333330000002,1,40.5,349,6879.801826000001,,0.004306345,1.625051033,0.0,Nov,4,2,9,10,Returning_Visitor,False,False
0,0.0,0,0.0,3,104.0,0.0,0.066666667,0.0,0.0,Nov,2,4,3,1,Returning_Visitor,False,False
13,246.5333333,0,0.0,26,892.0,0.0,0.01127451,0.0,0.0,Sep,2,6,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,13,524.0,0.0,0.016666667,45.4642609,0.0,Nov,2,4,9,8,New_Visitor,True,True
5,191.25,0,0.0,27,1109.25,,0.024137931,9.022741507000001,0.0,Nov,2,6,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,20,593.7019802,0.0,0.005364455,20.82613173,0.0,Nov,2,5,2,5,Returning_Visitor,True,True
8,228.5,0,0.0,5,64.5,0.0,0.028571429,0.0,,May,1,2,3,5,New_Visitor,True,False
0,0.0,0,0.0,7,865.2777777999999,0.0,0.029004329,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
13,112.26666670000002,0,0.0,49,1503.4909089999999,0.0,0.0035087720000000003,0.0,0.0,Mar,2,2,2,2,New_Visitor,False,False
0,0.0,0,0.0,11,2028.5,0.0,0.036363636,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,84,1460.2561150000001,0.004703833,0.013205032,0.0,,Nov,1,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,33,1703.3214289999999,0.0,0.042424242,0.0,0.6,May,2,5,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,222.0,0.0,0.04,,0.0,Dec,8,13,9,20,Other,False,True
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,3,2,1,1,Returning_Visitor,True,False
4,67.5,0,0.0,25,475.65,,0.042857143,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,24,985.0,0.070833333,0.0875,0.0,0.0,June,3,2,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,21,1041.733333,0.0,0.053333333,0.0,0.0,Nov,3,2,8,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,30.5,0.0,0.05,0.0,0.0,Mar,3,2,4,10,Returning_Visitor,False,False
3,275.0,1,,30,1107.047619,0.0,0.017760943,35.98106601,0.0,Mar,3,2,3,1,Returning_Visitor,True,True
1,41.0,0,0.0,43,1087.25,0.0,,0.0,0.0,Mar,4,2,1,1,Returning_Visitor,False,False
0,0.0,2,11.4,43,763.6614286,0.004545455,0.021212121,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
3,63.5,0,0.0,8,,0.0,0.02,0.0,0.0,Dec,2,2,7,2,New_Visitor,False,False
0,0.0,0,0.0,5,136.66666669999998,0.02,0.12,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False
4,119.33333329999999,0,0.0,174,5602.593506,0.0,0.009057596,0.0,0.0,Dec,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,13,190.25,0.030769231,0.049230769,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
2,16.0,0,,29,1412.5,0.007142857,0.046428570999999995,,0.0,May,2,2,6,13,Returning_Visitor,False,False
14,181.0733333,3,58.4,18,450.5066666999999,0.0,0.011111111000000002,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,11,887.0,0.054545455,0.096969697,0.0,0.0,Nov,2,5,3,1,Returning_Visitor,False,False
2,47.5,0,0.0,5,116.5,0.0,0.005714286,0.0,0.0,Mar,3,2,5,2,Returning_Visitor,True,False
4,138.33333330000002,0,0.0,3,277.5,0.0,0.011111111000000002,,0.0,May,3,3,3,2,New_Visitor,False,False
3,152.6,0,0.0,28,,0.009375,0.03125,19.82770888,0.0,Jul,2,2,7,13,Returning_Visitor,False,True
4,33.0,0,0.0,35,702.9166667000001,0.0,0.005428571,0.0,0.0,Dec,4,1,1,2,New_Visitor,False,False
3,86.75,2,51.0,11,145.66666669999998,0.007692308,0.023076923,0.0,,Dec,1,1,1,2,New_Visitor,False,False
3,48.5,0,0.0,10,138.16666669999998,0.0,0.015384615,0.0,0.0,Nov,2,2,1,2,New_Visitor,True,False
1,0.0,0,0.0,1,,0.2,0.2,0.0,0.4,May,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,19,,0.0,0.021052632,0.0,0.0,May,2,2,7,1,Returning_Visitor,True,False
0,0.0,0,0.0,10,232.4,0.0,0.0,0.0,0.0,Aug,1,1,3,4,Returning_Visitor,False,False
13,869.1666667000002,2,28.2,97,2865.817778,0.009345794000000001,0.024205607,0.0,0.0,Oct,2,6,1,1,Returning_Visitor,False,False
5,408.40833330000004,2,,54,1547.477273,0.0,0.017333333,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,True
4,115.7,0,0.0,16,655.3833333,0.0,0.012037036999999999,0.0,0.0,Nov,1,1,2,3,Returning_Visitor,False,False
1,4.0,0,0.0,13,2123.5,0.015384615,0.030769231,42.74590431,0.0,Nov,2,2,1,3,Returning_Visitor,False,True
3,108.5,0,0.0,2,74.66666667,0.0,0.016666667,0.0,0.8,May,3,2,3,2,Returning_Visitor,False,False
3,31.6,0,0.0,17,372.8,0.013333333000000001,0.026428571,2.3976,0.0,Mar,3,2,7,1,Returning_Visitor,False,False
3,82.53333333,1,0.0,19,668.7,0.022727273,0.032424242,11.5952257,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
10,519.0,0,0.0,89,2577.960349,0.012852233999999999,,0.0,0.0,Jul,3,2,7,1,Returning_Visitor,False,False
2,29.86666667,2,99.6,13,534.4833333,0.0,0.004166667,0.0,0.0,Oct,1,1,2,2,New_Visitor,False,False
0,0.0,0,,4,39.0,0.04,0.06,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,False
10,323.55,0,0.0,46,1044.8,0.017021276999999998,0.019756838999999998,0.0,0.0,May,3,2,7,4,Returning_Visitor,False,False
4,66.83333333,0,0.0,125,3075.978608,0.00962963,,0.0,0.0,Nov,2,5,3,1,Returning_Visitor,False,True
1,54.0,1,237.0,16,744.5,0.013333333000000001,0.033777778,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False
1,337.0,1,39.0,16,630.5,0.0,0.00625,28.794,0.0,May,3,2,1,11,Returning_Visitor,True,True
0,0.0,0,0.0,2,155.5,,0.15,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,True,False
0,0.0,7,840.5833332999998,162,5918.308915,0.004790419000000001,0.019256933,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
8,674.0,0,,18,1090.533333,0.008695652,0.026086957,69.2786087,0.0,May,2,2,1,4,Returning_Visitor,False,True
3,97.5,0,0.0,5,155.33333330000002,0.0,0.028571429,0.0,0.0,Dec,3,2,1,2,New_Visitor,False,False
4,75.0,0,0.0,7,185.0,0.0,0.009090909,0.0,0.4,May,2,2,4,6,New_Visitor,False,False
5,54.0,0,0.0,16,487.66666669999995,0.0,0.026315789,0.0,0.0,May,1,1,2,3,Returning_Visitor,False,False
6,112.125,8,224.0,114,3459.4799780000003,0.0015748029999999998,0.009848144,5.648688126000001,0.0,Nov,2,2,3,8,Returning_Visitor,True,True
7,319.5,0,,11,416.5,0.0,0.007142857,0.0,0.0,Mar,3,2,1,9,New_Visitor,True,False
6,141.91666669999998,2,1060.75,136,8777.613879,0.007159986,0.016360941,,0.0,Dec,3,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,11,540.5,0.0,0.02,0.0,,May,2,2,7,4,New_Visitor,True,False
0,0.0,0,0.0,3,138.0,0.1,0.111111111,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
3,11.33333333,0,0.0,20,302.3888889,0.0,0.002380952,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
4,134.5,2,330.0,7,,0.016666667,0.018888889,0.0,0.8,May,3,2,1,3,Returning_Visitor,False,False
4,157.0,0,0.0,20,834.075,0.0,0.013333333000000001,4.84736534,0.0,Dec,2,2,1,2,Returning_Visitor,False,True
3,25.6,0,0.0,10,327.7733333,0.0,0.013095238,11.78466261,0.0,Jul,1,1,1,5,Returning_Visitor,False,True
0,0.0,0,,6,657.5,0.0,0.011111111000000002,,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,17,390.7738095,0.0,0.025,,0.0,Nov,1,1,3,3,New_Visitor,True,False
0,0.0,0,0.0,5,131.5,0.04,0.093333333,0.0,0.6,May,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,,16,650.8333332999999,0.0,0.019047619,13.99,0.0,May,2,2,7,2,Returning_Visitor,False,True
2,84.0,0,0.0,3,195.0,0.0,0.02,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,False,False
6,140.33333330000002,0,0.0,9,88.95,0.0,0.004761905,0.0,0.0,May,3,2,2,3,New_Visitor,False,False
3,105.0,0,0.0,35,999.0,0.0,0.005714286,0.0,0.0,May,3,2,3,4,New_Visitor,False,False
0,0.0,0,0.0,2,28.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
4,53.0,0,0.0,70,2720.7,0.017506493999999997,0.031513142,4.858842857,0.0,May,3,2,1,13,Returning_Visitor,True,False
0,0.0,0,0.0,10,270.0,0.0,0.004,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
1,65.0,0,0.0,13,,0.033333333,0.05,0.0,0.0,May,2,6,3,3,Returning_Visitor,False,False
1,89.0,0,0.0,11,417.75,0.01,0.03,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
4,1946.0,0,0.0,31,731.0,0.0,0.005882353000000001,0.0,0.0,Dec,2,2,4,2,New_Visitor,True,False
3,22.27777778,1,0.0,6,36.90277778,0.0,0.08666666699999999,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
1,13.0,0,0.0,2,20.0,0.0,0.05,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,8,118.0,0.0,0.0125,0.0,0.2,May,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,,0.0,0.04,0.0,0.0,May,1,1,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,5,,0.0,0.025,0.0,0.0,Sep,3,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,375.0,0.0,0.04,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,True,False
8,466.61666669999994,5,81.4,25,1220.175,0.02,0.040444443999999996,0.0,,Aug,3,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,53,2051.466667,0.0045283020000000005,0.017735848999999998,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
8,130.55,4,214.1,18,385.75,0.0,0.013793103000000001,0.0,,Sep,2,2,6,4,New_Visitor,False,False
0,0.0,0,0.0,19,,,0.013947368,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,False,True
5,122.1,3,,167,8701.851617,0.0024010670000000002,0.012477354,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Aug,2,5,7,1,Returning_Visitor,False,False
8,269.0416667,3,64.5,171,6400.430101,0.006967985,0.017556729,4.2133642039999994,0.0,Nov,1,1,1,1,Returning_Visitor,False,True
5,141.0,0,0.0,33,1371.633333,0.0,0.005555556,44.71103438,,Mar,2,4,3,8,New_Visitor,True,True
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,,Nov,1,1,3,8,Returning_Visitor,False,False
5,74.75,3,86.75,51,2003.375779,,0.008874271999999999,44.33548922,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
9,904.5833332999998,4,83.5,132,4096.15859,0.012738095,,8.960747931,0.0,Nov,3,2,3,2,Returning_Visitor,True,True
1,11.0,1,10.0,74,3487.12471,0.0027397259999999996,0.009519461,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,8,,0.0,0.025,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,True
2,47.0,0,0.0,21,825.0833332999999,0.0,0.009090909,10.7929507,0.0,Mar,2,2,2,2,New_Visitor,False,True
1,15.2,0,0.0,19,348.6,0.0,0.005555556,0.0,0.0,Aug,2,2,7,3,Returning_Visitor,False,True
9,189.1098485,3,39.0,73,,0.012345678999999998,0.024897119,16.74209908,0.0,Nov,2,2,3,2,Returning_Visitor,True,True
5,178.92,1,6.0,33,1017.576667,0.013157895,0.011842105,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
3,55.75,0,,55,1139.638889,0.0035087720000000003,0.03245614,6.190582077999999,0.0,Dec,2,2,3,10,Returning_Visitor,False,False
9,152.875,2,54.91666667,85,,0.002197802,0.013631606000000001,1.022550578,,Nov,2,2,3,1,Returning_Visitor,False,True
0,0.0,0,0.0,17,289.55555560000005,0.017647059,0.031372549,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,10,244.66666669999998,0.005,0.065,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,False
7,156.7166667,0,0.0,52,2335.064286,,0.010563841000000001,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
0,0.0,2,76.5,22,850.5333332999999,0.004545455,0.03446281,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
1,14.0,0,0.0,64,2555.12381,0.017460317,,0.0,0.0,May,2,4,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,24,1286.5,0.0,0.015277778,0.0,0.0,Nov,2,2,9,8,Returning_Visitor,False,False
2,70.66666667,1,101.0,56,1086.074242,0.010526316,0.022368421,14.84053801,0.0,May,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,10,366.0,0.02,0.056666667000000004,0.0,0.6,May,1,1,1,3,Returning_Visitor,False,False
5,126.25,0,0.0,15,286.5166667,0.005263158,0.01754386,0.0,0.0,Dec,1,1,2,10,Returning_Visitor,False,False
0,0.0,0,0.0,12,335.0,0.018181818,0.045454545,0.0,0.0,Dec,1,1,8,10,Returning_Visitor,False,False
0,0.0,0,0.0,47,1230.368182,0.004347826,0.020724638,0.0,0.0,May,2,5,1,2,Returning_Visitor,False,False
2,131.0,2,9.0,14,237.75,0.0,0.022222222000000003,0.0,0.0,Dec,2,10,4,2,New_Visitor,False,False
0,0.0,0,0.0,18,353.0833333,0.022222222000000003,0.05,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,True
2,19.6,0,0.0,22,1089.5,0.0,0.026086957,0.0,0.0,Oct,2,5,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,66.5,0.011111111000000002,0.111111111,0.0,,May,2,2,5,4,Returning_Visitor,False,False
0,0.0,0,0.0,12,640.375,,0.041538462000000005,0.0,0.0,Dec,1,1,5,1,Returning_Visitor,True,False
5,115.08333329999999,0,0.0,3,50.25,0.0,0.014285714,0.0,0.0,Nov,3,2,4,2,New_Visitor,False,False
0,0.0,0,0.0,13,257.0,0.035714286,0.078571429,0.0,0.0,Nov,1,1,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,203.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
5,78.0,0,,21,406.8,0.0,0.009937888,0.0,0.0,May,2,4,1,3,Returning_Visitor,False,False
1,18.2,0,0.0,6,32.2,,0.10952381,0.0,0.0,June,1,1,1,3,Returning_Visitor,False,False
1,4.0,0,0.0,7,417.53333330000004,0.0,0.027777778,0.0,0.0,Aug,3,2,6,2,Returning_Visitor,False,False
3,279.0,0,0.0,0,0.0,0.0,0.05,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False
0,0.0,0,0.0,27,799.375,0.0074074069999999995,0.027601411,0.0,0.0,Dec,3,2,2,1,Returning_Visitor,True,False
0,0.0,0,0.0,5,44.8,0.0,0.033333333,50.36347405,0.0,Jul,4,1,3,1,Returning_Visitor,False,True
0,0.0,0,0.0,8,126.25,0.0,0.05,0.0,0.0,Dec,2,2,3,2,New_Visitor,True,False
5,118.7,1,26.0,41,1019.293939,0.049481480999999994,0.05837037,0.0,1.0,May,3,2,7,3,Returning_Visitor,True,False
0,0.0,0,0.0,38,,0.022222222000000003,0.037962962999999995,0.0,0.2,May,2,2,7,11,Returning_Visitor,False,False
8,190.25,1,23.0,19,1323.25,0.007692308,0.021816238999999998,21.318,0.0,May,6,2,4,2,Returning_Visitor,True,True
11,192.84761899999998,0,0.0,186,6975.887248999999,0.003163265,0.00929719,14.45829487,0.0,Nov,1,1,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,26,409.3,0.007692308,0.038461537999999997,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,False,False
6,128.5,1,0.0,32,,0.027027027000000002,0.041441441,0.0,0.0,Nov,2,4,1,1,Returning_Visitor,True,False
10,396.960452,6,168.83333330000002,280,9247.383869,0.0034246579999999997,0.016184197,7.983438637999999,0.0,Nov,2,2,7,2,Returning_Visitor,True,False
3,35.2,0,0.0,44,1535.666667,0.012765957,0.014184397,17.21022568,0.0,Jul,1,1,1,3,Returning_Visitor,False,False
1,7.0,0,0.0,26,933.3333332999998,0.008,0.027999999999999997,1.84752,0.0,May,2,2,1,13,Returning_Visitor,False,False
2,27.0,2,6.0,6,129.2,0.02962963,0.07777777799999999,,0.0,May,2,2,4,3,Returning_Visitor,False,False
3,75.4,0,0.0,18,1051.42,0.00952381,0.019047619,0.0,0.0,Oct,2,5,2,2,New_Visitor,False,False
10,305.905303,1,,101,6038.244769,0.0019047620000000002,0.019112158,51.36077038,0.0,Nov,2,4,3,2,Returning_Visitor,True,True
1,13.0,0,0.0,19,614.9444444000001,0.0,0.022105262999999997,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
2,38.0,0,0.0,21,733.7,0.0,0.014035088000000001,0.0,0.0,Mar,2,7,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,15,2653.5,,0.04,0.0,0.0,Sep,4,1,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,62.75,0.0,0.04,0.0,0.0,Dec,2,2,6,2,Returning_Visitor,True,False
0,0.0,3,1830.5,81,5000.739116,0.003294118,0.020433155,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,4,60.0,,0.075,0.0,1.0,May,1,1,1,17,Returning_Visitor,True,False
0,0.0,0,0.0,4,113.5,0.026666667,0.046666667,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,False
12,1276.2642859999999,0,0.0,118,3215.173074,0.0,0.0054461940000000006,22.45841786,0.0,Nov,3,2,8,3,Returning_Visitor,False,True
2,121.0,0,0.0,28,1830.5833329999998,0.015555556000000002,0.015740741000000003,111.51138020000002,0.0,Dec,1,1,6,2,Returning_Visitor,True,False
17,218.741707,4,808.5,74,3591.744196,0.019767442,0.015609868,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
9,509.83333330000005,2,23.0,27,1438.854167,0.020952381000000003,0.043333332999999995,,,Dec,1,1,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,,0.2,0.2,0.0,1.0,May,4,1,2,3,Returning_Visitor,True,False
4,96.8,1,535.0,9,1888.2,0.0,0.027272727000000004,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,False
2,173.0,0,0.0,7,224.0,0.066666667,0.111111111,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False
1,26.5,0,0.0,71,1260.441758,0.001449275,0.008792270999999999,3.74015068,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,2,10,Returning_Visitor,False,False
2,63.5,0,,9,99.06666667,,0.072727273,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,96,1231.79046,0.00212766,,0.0,0.0,Jul,2,4,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,93.5,0.0,0.013333333000000001,0.0,0.6,May,2,2,9,13,Returning_Visitor,False,False
4,116.0,1,8.0,59,1828.774603,0.003874092,0.023361582000000002,26.93792373,0.0,May,2,2,7,6,Returning_Visitor,False,False
0,0.0,0,0.0,2,697.5,0.0,0.1,0.0,0.0,Dec,4,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,13,169.0,0.015384615,0.041538462000000005,0.0,0.0,May,1,1,7,1,Returning_Visitor,False,False
5,249.8,2,50.0,229,8866.167386,0.007143733,0.024304152000000002,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
9,125.25,0,0.0,3,119.25,0.0,0.025,0.0,0.0,Dec,8,13,9,20,Other,False,False
2,55.0,0,0.0,46,1425.75,0.008888889,0.029259259,0.0,0.4,May,1,1,7,19,Returning_Visitor,False,False
0,0.0,0,0.0,2,16.2,0.0,0.1,0.0,0.0,Oct,1,1,1,2,New_Visitor,False,False
5,417.5,3,151.25,45,1739.25,0.014666667,0.0178,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
3,93.10666667,4,87.6,32,810.0816667,0.005128205,0.015099715,17.27062073,0.0,Nov,1,1,5,2,Returning_Visitor,False,True
1,32.0,0,0.0,13,813.8,0.0,0.030769231,32.43738462,0.0,May,1,1,3,4,Returning_Visitor,True,False
13,408.6,0,0.0,21,589.4214286,0.0044444440000000005,0.014814815,18.09857173,0.0,Aug,2,2,8,2,Returning_Visitor,False,True
10,274.25,5,247.75,61,2267.330952,0.0027397259999999996,0.005348989,48.6094789,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
9,309.0,0,0.0,25,383.0833333,0.018181818,0.037575758,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
2,11.0,0,0.0,4,15.0,0.0,0.04,,0.0,Aug,2,10,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,308.1666667,0.083333333,0.095,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,95.5,0.0,0.02,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
3,94.0,2,44.2,56,1430.2082050000001,0.02,0.030388889,0.0,0.0,Nov,2,2,9,3,Returning_Visitor,False,False
4,52.25,0,0.0,3,28.0,0.0,0.025,0.0,0.0,Nov,2,2,1,6,New_Visitor,False,False
5,90.875,1,15.0,58,2153.71859,0.0075268819999999995,0.012156298000000001,3.97647235,0.0,May,3,2,1,2,Returning_Visitor,True,False
1,53.0,0,0.0,13,417.0,0.0,0.018181818,72.788,0.4,May,1,1,1,3,New_Visitor,False,True
5,116.1,3,97.66666667,170,5639.22176,0.0024571429999999997,0.01109801,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
4,298.0,1,0.0,14,625.0,0.0,0.0125,0.0,0.0,May,1,1,6,2,New_Visitor,False,False
2,90.0,1,47.5,40,1186.141667,0.0,0.013821138,0.0,,Nov,2,10,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,45.33333333,0.033333333,0.066666667,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,,4,1111.0,0.0,0.05,0.0,0.0,Mar,4,5,1,1,Returning_Visitor,False,False
2,66.0,0,0.0,18,229.75,0.021052632,0.031578947,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,59,1309.658333,0.017241378999999998,0.030879353999999998,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,False,False
0,0.0,1,65.5,49,574.8333332999999,0.0,0.012,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,False,False
0,0.0,0,0.0,4,26.0,0.0,0.05,0.0,0.0,Nov,2,5,6,11,Returning_Visitor,True,False
3,7.0,1,25.16666667,21,446.0,0.019047619,,32.38852793,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,103,1934.992857,0.029901961,0.044501535,0.0,0.8,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
14,1130.502941,6,,26,2559.8983329999996,0.015789473999999998,0.017422643,20.30438949,0.0,Mar,1,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,27,393.7888889,0.0,0.032193939,0.0,0.0,Nov,3,2,1,11,New_Visitor,True,False
11,1215.333333,0,0.0,26,1090.916667,0.014193548,0.033870968,19.55501935,0.0,May,2,4,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,111.25,0.0,0.033333333,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
0,0.0,0,0.0,7,176.33333330000002,0.0,0.011111111000000002,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
1,57.4,0,0.0,6,303.1,0.028571429,0.014285714,0.0,,June,1,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,16,994.5757576,0.0375,0.034583333,0.0,0.6,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,15,454.75,0.026666667,0.033333333,0.0,0.0,May,3,2,3,1,Returning_Visitor,True,False
3,124.0,0,0.0,0,0.0,0.0,0.033333333,0.0,0.0,Mar,3,2,6,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,203.5,,0.033333333,,0.0,Mar,1,1,1,9,New_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,24.5,0.0,0.1,0.0,0.0,Dec,3,2,2,11,Other,False,False
4,20.5,1,59.0,5,83.5,0.0,0.014814815,0.0,0.0,Dec,2,2,9,3,Returning_Visitor,False,False
7,105.375,0,0.0,48,1268.116667,0.022902098,0.027788462000000003,0.0,0.0,Nov,1,1,8,1,Returning_Visitor,True,False
6,72.04,2,206.6,24,709.4333333,0.007142857,0.016666667,15.70942935,0.0,Aug,2,2,2,2,Returning_Visitor,False,True
0,0.0,0,0.0,9,1225.5,0.022222222000000003,0.04444444400000001,,,Mar,1,2,9,1,Returning_Visitor,False,False
3,102.6,0,0.0,35,871.8333332999998,0.0,0.002631579,0.0,0.0,Oct,1,1,1,2,New_Visitor,True,False
6,220.0,2,327.0,50,1845.1666670000002,0.011111111000000002,0.022376543,10.09862222,0.0,May,2,2,3,1,Returning_Visitor,False,False
9,158.3555639,3,177.8,96,4162.538004999999,0.012378641000000001,0.025287478999999998,3.582981195,0.0,Sep,3,2,5,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,549.95,0.014285714,0.028571429,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,True,False
3,92.0,0,0.0,91,4155.620833,0.0025531910000000002,0.022150056,0.0,,Nov,1,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,159,5878.940603,0.008962264000000001,0.018569755,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
4,130.0,0,0.0,28,818.7916667000001,0.0,,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
2,77.5,1,17.0,46,1066.566667,0.0042553190000000005,0.019148936000000002,51.00308169,0.0,Dec,3,2,4,10,Returning_Visitor,False,True
